Customer Number,Customer Name,Street Address,City/County,Phone Number,Sales Rep Number,Sales Rep Name,location
1041217,Adebola Oyelesi Farm,Onafowokan avenue rounabout hotel Busstop Off Isawo AGric,Lagos State,8059478212,6,Mr Dayo,Lagos
1041218,Magaji Memorial Farm,"Kaura Namoda,Road,Zamfara State",Zamfara State,7060500635,407,Stephen Olushola,Zamfara State
104122,Nefraday Farms Ltd.,Ilorin,Kwara State,7052715338,5,Peter,Ilorin / Kwara
1041221,EDIKS NIG LTD,ASIO FING STATION,ABUJA STATE,8170401412,4,Stephen,Abuja / FCT
1041224,Talle Agro Enterprise,Bauchi State,Bauchi state,8038519691,407,Stephen Olushola,Bauchi State
1041225,Modupeoluwa Poultry Farm,Ijebu -Ode Junction Ogun State,Ogun State,8035196512,501,Lateef,Ogun State
1041226,Ridnet Fish Farm,"No20,Olasewan Street, Orisunbare Phase 2, Ayobo Iyana",Lagos State,8022474815,6,Mr Dayo,Lagos
1041228,Creative farm gberigbe,ikorodu lagos,lagos,8033053152,6,Mr Dayo,Lagos
1041230,Ambassador Feedmill,"Ilorin, Town Kwara State",Kwara State,8055900911,512,Afolabi Michael Abolade,Ilorin / Kwara
1041231,Abai Farms,"NO 6, Shola Olajide Osinowo Avenue OluyoleAnex Ibadan",Ibadan,8027711648,5,Peter,Ibadan / Oyo
1041232,Luxury Farm,"Obingwa, Abia State",Abia State,7032884494,322,Kingsley Ikenna,Abia State
1041235,Ceei Global Resources,"Km3, Iwo Road Beside Adom Monatan , Ibadan",Ibadan,8034747657,501,Lateef,Ibadan / Oyo
1041236,Obinna Farm,"Emene, Enugu State",Enugu State,8157049255,3,Ian,Enugu
1041237,Sofia Kabir,Kaduna State,Kaduna State,8037032637,4,Stephen,Kaduna
1041238,Ubdat Atidan Nigeria Limited,"Km10, Lokoja Ajaokuta Road Kogi State",Kogi State,8062946601,503,Tope,Kogi State
1041239,Augustine Farm,Gwagwalada Abuja,Abuja,8110946981,4,Stephen,Abuja / FCT
1041240,Ojaba Intergrated Veterinary,Kari Site Masaka Abuja State,Abuja State,8039138525,4,Stephen,Abuja / FCT
1041241,Arctic International Investment Limited,"N030, DFRRI Road Abaranje Road Ikotun Lagos State",Lagos State,8177062575,6,Mr Dayo,Lagos
1041242,Agridom Intergrated Ltd,Eye Nkorin Pampo Ilorin Kwara State,Ilorin Kwara State,8154925682,512,Afolabi Michael Abolade,Ilorin / Kwara
1041243,yemis farm,"NO4, Giri Layout, Abuja",Abuja,8033398600,4,Stephen,Abuja / FCT
1041245,Ehen Feeds Coy Ltd,"No25, Evboumwan Street, Benin City",Benin City,8037657776,3,Ian,Edo / Benin
1041246,Farm Mgt Resources,Ebonyi State,Ebonyi State,8036658930,3,Ian,Ebonyi State
1041248,Glorious Beulah Farms Company Ltd,"Solu Town, Ifo LGA , Ogun State",Ogun State,8033078476,6,Mr Dayo,Ogun State
1041249,Hope Of Glory,Ijebu - Ode Ogun State,Ogun State,7063102700,6,Mr Dayo,Ogun State
104125,Olaogun Farm,"KM 8, Saw mill Old Ife Road Ibadan",Ibadan,8034177408,5,Peter,Ibadan / Oyo
1041250,Amos Farm,Airport Road Kaduna,Kaduna State,7024140030,4,Stephen,Kaduna
1041251,Chris Farm,kano rd opposite total filing station zamfara,zamfara,8036232076,406,Dr.Ize Okeji,Zamfara
1041252,Imsat Farms,"Imsat Farms Mission Road, Ikot Ibiok Area Eket Akwa Ibom",Akwa Ibom,7039462322,3,Ian,Akwa Ibom
1041253,Gabrovic Nig Ltd,"No67B, Ighodalo Estate Academy, Ibadan.",Ibadan,8032725547,5,Peter,Ibadan / Oyo
1041254,Femi Agboola Farm,"Orerokpe,Delta State",Delta State,8023172864,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1041255,Rahama Farm,Futuna Katsina state,ALH ZAKARIA,8033919624,407,Stephen Olushola,Alh Zakaria
1041256,Kizylopez Agro,"No15, Onyebuchi Street Opposite Grand Hotel Asaba Delta",Delta State,8033293181,2000,Raji,Delta State
1041257,First Solution Farmers,"No1, Aiyegbami Street Awa Ijebu Ogun State",Ogun State,8033071685,501,Lateef,Ogun State
1041259,Quality King's Poultry Farm,"Ipoka Area, Epe Lagos State",Lagos State,8039400285,6,Mr Dayo,Lagos
1041260,Satthel Farms,After Army Barracks Lokoja Kogi State,Kogi State,8033009737,4,Stephen,Kogi State
1041262,T.K.K Global Farms Ltd,"Behind Ori-Ole Ominira Ejioku Lagelu LGA, Ibadan",Ibadan,7033221143,311,Dr.Ogunwemimo Oluwole Leken,Ibadan / Oyo
1041263,Ekuru Farm,"Ngwo, Enugu State",Enugu State,8185025735,3,Ian,Enugu
1041265,Chisel Agro,"No172, MM Way, Benin City",Benin City,7062434947,3,Ian,Edo / Benin
1041266,De- Unique Global Concept,"Plot 7-9 Modupe Street Akute Ajuwon RD, Ogun State",Ogun State,9060972204,5,Peter,Ogun State
1041268,Filagues nig. ltd,km 10upper siluko road benin city,benin city,8027070406,3,Ian,Edo / Benin
1041272,Loitte Farms,"Warri, Delta State",Delta State,8089437673,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1041273,Light Creek Ltd,"Okomoko Town, Etche, Rivers State",Rivers State,8037628229,3,Ian,Rivers / PH
1041274,Romanus Global Feed,"No10, Enugu Road, Orba Nsukka Enugu State",Enugu State,8039132706,3,Ian,Enugu
1041275,Smart Choice Agric,"No58, Agbani Road, Enugu",Enugu State,8066213737,3,Ian,Enugu
1041276,HKM Poultry Farm,"Gafulani Area, Owode Ede Osun State",Osun State,8038863336,509,Folorunso Mark Eniola,Osun State
1041277,Hope In God Ventures,"Agbosoye Compound, Oke Gege Ilora Oyo",Ilora Oyo State,8060221344,509,Folorunso Mark Eniola,Ibadan / Oyo
1041279,Trimade Farms,"Beside Dan Musa Guest House, Dutse Jigwa State",Jigawa State,8033184170,407,Stephen Olushola,Jigawa State
1041280,Agrikk Matas,"Gbongan Road, Osogbo sun State",Osun State,8063831111,509,Folorunso Mark Eniola,Osun State
1041281,Onileola Farms,"Ede, Osun State",Osun State,8053171430,509,Folorunso Mark Eniola,Osun State
1041282,Skretting Nigeria Ltd,Along New Garage Podo Oyo Sate,Oyo State,8129918894,5,Peter,Ibadan / Oyo
1041283,Dele Investment,"Presco Road, Abakaliki Ebonyi State",Ebonyi State,8033700002,3,Ian,Ebonyi State
1041284,Olam Group\Crown flour mill ltd,"Abuja Express Km 25, Kaduna",Kaduna State,8056279951,4,Stephen,Kaduna
1041285,Shefadek Nig Ent,"Block E, Shop 7Abbat Mogaji Modern Marke Opp. MRSFilling",Agege Lagos State,8030528981,6,Mr Dayo,Lagos
1041287,Falke Industries,Kaduna State,Kaduna State,802658840,4,Stephen,Kaduna
1041288,Olaji Feedmill,"Ejioku, Iyana Church Ibadan Oyo State",Oyo State,8123421050,512,Afolabi Michael Abolade,Ibadan / Oyo
104129,Osin Farms Ltd-Gen. Akinrinade,IFE,IWO - Ogun State,8030466171,3,Ian,Ogun State
1041290,Ayo Oluwa Farms,"Folawiyo Road Ilora, Oyo State",Oyo State,8038364178,509,Folorunso Mark Eniola,Ibadan / Oyo
1041291,Lugard Farm,"Sapele, Delta State",Delta State,8063335824,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1041292,Fast Feeds,"Km51, Along Daura Katsia Road, Katsina State",Katsina State,8099287491,407,Stephen Olushola,Katsina State
1041293,Sparrow Agro VetServices,"Warri, Delta State",Delta State,8033440547,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1041294,Life Soil Farm,"Nsukka, Enugu State",Enugu State,8030982613,3,Ian,Enugu
1041295,Nakaka farms ltd,Beli rogo local govt,Kano state,8034501715,407,Stephen Olushola,Kano
1041296,Shepherd Touch Ventures,"Isale, High School, Ogbomosho Oyo State",Oyo State,8035036574,509,Folorunso Mark Eniola,Ibadan / Oyo
1041297,Doema Farm,Zaria Kaduna State,Kaduna State,8156576798,406,Dr.Ize Okeji,Kaduna
1041298,Candle Light Farm,"Warri, Delta State",Delta State,8138131167,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1041299,Hola - Okuns Farms,Itokun Village Along Abeokuta - Ibadan Expressway FC,Ogun State,8066074039,5,Peter,Ogun State
1041301,Ishola Farm,Osadep Area Iwo Osun State,Osun State,8037577785,5,Peter,Osun State
1041303,project farms,office hadejia rd kano,kano,8037878704,407,Stephen Olushola,Kano
1041304,Safar integreted farm,sabo garikeffi,nasarwa state,8096674237,4,Stephen,Nasarwa State
1041305,Zeezco Farm,"No5, Hajia, Hasiya Kano State",Kano State,8023563282,407,Stephen Olushola,Kano
1041306,Awestruck Investment Nig. Ltd,"Along Under G, Oke - Ado Akintola, Ogbomosho Oyo State",Ogbomosho Oyo State,8038563534,509,Folorunso Mark Eniola,Ibadan / Oyo
1041307,Jeokol Farms Ltd,Akinbo Village New Obafemi Owode Town Ogun State,Ogun State,8022241512,503,Tope,Ogun State
1041308,Eridara Farm,"NTA Road, Awe Oyo State",Oyo State,8035817777,509,Folorunso Mark Eniola,Ibadan / Oyo
1041309,Odediran Memorial Farm Ltd,"Along Siun- Owode Road, Owode- Egba Ogun State",Ogun State,8057358659,5,Peter,Ogun State
1041310,Fauzi Farm,Suleja Kaduna Abuja Road,Kaduna- Abuja Road,8068339962,4,Stephen,Kaduna
1041311,Munirat Farm,"Dandume Road, Opposite SBRS Funtua , Kastina State",Kastina State,8033496325,407,Stephen Olushola,Kastina State
1041312,Solcorp Farms Ltd,"NO,200 Awolowo Road, Itamaga Ikorodu Lagos State",Lagos State,8033022224,606,Oladeji Simon Olabisi,Lagos
1041313,Royal Palms Intergrated Services Ltd,"No6, Jerusalem Street, Irewole Estate Apata Ibadan",Ibadan,8034303649,5,Peter,Ibadan / Oyo
1041314,Kalase Farm Ltd,Ibadan Oyo State,Oyo State,8056047484,5,Peter,Ibadan / Oyo
1041315,Zino Global Resources Ventures,"Plot 4, Engr Omole Cresent Olive Estate Ile titun Ibadan",Ibadan,8160599422,5,Peter,Ibadan / Oyo
1041317,Dorisbon Farms,"Ugwuaji Fly Over , Enugu Portharcourt Expressway Enugu",Enugu State,8067070416,3,Ian,Enugu
1041318,Adekab Feedmill,"Along Iwo Road, Awe Oyo State Amo Byng",Oyo State,8034666665,509,Folorunso Mark Eniola,Ibadan / Oyo
1041319,Comfort Toun Rehoboth Farm,"No1, Adekoya Cresent, Emuren Off Epe Road, Ijebu Ode Ogun",Ijebu - Ode Ogun State,8057442661,5,Peter,Ogun State
1041320,Fasbok Feedmill,Plaza Off Ife - Ibadan Expressway By Obat Filling Station,Ibadan,8034646422,508,Mr.Adekunle Damilola,Ibadan / Oyo
1041321,Tina Feedmill,"Opp FRSC, Oke Gada Ede Osun State",Osun State,860172775,509,Folorunso Mark Eniola,Osun State
1041323,HIS MERCY FARM,along abayode road awe oye state,oye state,8156938098,509,Folorunso Mark Eniola,Oye State
1041324,TUNNIK FARM,ALONG IKOI ROAD OGBOMOSO,OGBOMOSO,8069236058,509,Folorunso Mark Eniola,Ogbomoso
1041325,Fish World Farm Limited,Road 28B Akobo Estate Ibadan,Oyo State,8055103898,5,Peter,Ibadan / Oyo
1041326,Samoa Farm,Jankawa Masaka Nassarrawa State,Nassarrawa State,7032077377,4,Stephen,Nassarrawa State
1041327,Treasure Academy Ltd,"Oyo -Ogbomosho Expressway Atiba, Oyo",Oyo State,8038039558,509,Folorunso Mark Eniola,Ibadan / Oyo
1041328,Jubog Farm,Omi - Adio Aba Isale Apata Ibadan,Ibadan,8034706184,5,Peter,Ibadan / Oyo
1041329,Lanchak Farms,"Onikoko Aderigbe Road, Opp Navy Secondary School,",Abeokuta Ogun State,8030565132,509,Folorunso Mark Eniola,Ogun State
1041330,Ndioma Multipurpose Cooperatives,Emene Enugu State,Enugu State,7069094877,3,Ian,Enugu
1041331,Aka Farms Limited,"Ikangbja Town, Ijebu -ode Ogun State",Ogun State,8061347358,5,Peter,Ogun State
1041332,Oat Vana Farm,"Warri, Port Harcourt Rivers State",Rivers State,8036698299,311,Dr.Ogunwemimo Oluwole Leken,Rivers / PH
1041334,Gold Finches Inv. Ltd,"No7, Station Road Portharcourt",Rivers State,8057141767,3,Ian,Rivers / PH
1041335,Rostim Farm,"Warri, Delta State",Delta State,8055884489,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1041336,Ade - More Agro Allied,"No9, Asenogwa Off Lagos Benin Express Benin",Benin,8075452539,3,Ian,Edo / Benin
1041339,Aliyu Gezawa Farm,"Hadejia Road, Kano State",Kano State,7085698742,407,Stephen Olushola,Kano
1041340,Green Eden Farm,"Olorunda Village, Off Oyo- Fasola Road, Oyo Town",Oyo Town,8035064937,509,Folorunso Mark Eniola,Ibadan / Oyo
1041343,Akin Sateru Farms,"20KM, Ikota Village Lekki Eti-Osa, Falomo - Ikoyi Lagosl",Epe Expressway Lagos,8089751138,6,Mr Dayo,Lagos
1041344,D - Way Farms,"NO, 3 Engr Olaobaju Street Yidi Arola Apete, Ibadan",Ibadan,8068789891,5,Peter,Ibadan / Oyo
1041346,Award Vet. Konsult,"Oghara, Warri, Delta State",Delta State,8030899576,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1041347,Proscar Co. Nig. Ltd,"370, Upper Sakponba Road Benin City",Benin City,8080726151,3,Ian,Edo / Benin
1041349,Gomara farms,"Off Ogoja- Ikom Hignhway, Ogoja, CRS CrossRiver State",Cross River State,8127947339,322,Kingsley Ikenna,Cross River State
1041350,elvoncitas agro allied,Behind Tony blocs Ind,Owerri,070 66820404,3,Ian,Owerri
1041351,ALiyu Gezawa Hadejia,road kano,kano,7085698742,407,Stephen Olushola,Kano
1041352,M and J Foods and Produce Limited,"Okirika, Portharcourt Rivers State",Rivers State,8125882595,3,Ian,Rivers / PH
1041354,Samuel Farm,"9th Mile, No30, Royal Close Enugu",Enugu,8137711625,3,Ian,Enugu
1041355,Hajia Aisha Farm,"Zaria Road, Kano State",Kano State,8035874766,407,Stephen Olushola,Kano
1041356,Ogodieka Farm,"Along Ugbolu Road, Asaba Delta State",Delta State,7031663912,3,Ian,Delta State
1041357,Morestar Ben Feedmill,"No36, Mamamy Market, Akobo Ojurin, Ibadan Oyo State",Ibadan,7069338460,5,Peter,Ibadan / Oyo
1041359,Wet agro - allied nig ltd,"maje area ,iwo express road , ibadan",Ibadan,8030724183,509,Folorunso Mark Eniola,Ibadan / Oyo
1041360,Versacorp Global Concept Ltd,"Oke - Ado Area, Iddo Ibadan",Ibadan,8034276611,5,Peter,Ibadan / Oyo
1041362,Promas Agro Allied,"No6, Balogun Plala Mowe/ Ofada Ogun State",Ogun State,7038611132,6,Mr Dayo,Ogun State
1041363,Okafor Farms,"Day By Day Close, Oluyole Estate , Ibadan",Ibadan,7038369840,509,Folorunso Mark Eniola,Ibadan / Oyo
1041364,Karma Agric feeds & foods ltd.,"KM 12, Lagos/Ibadan Expressway, Opposite Old Ratcon",Ibadan,8077535666,6,Mr Dayo,Ibadan / Oyo
1041365,De- Samuel Feedmill,"NO36, Monatan Area, Iworoad Ibadan",Ibadan,8152234341,5,Peter,Ibadan / Oyo
1041366,S.B.C Farms Ltd,Atteokegi Ogugu Kogi State,Kogi State,8089569662,3,Ian,Kogi State
1041367,Jocef Green Limited,Atiba Ijebu-Ode Ogun State,Ogun State,8057001909,501,Lateef,Ogun State
1041369,Kep.B. Farm,Niger State,Niger State,8027953765,407,Stephen Olushola,Niger State
1041371,O.M.Y Global Services,"Kajola Farm, Ikangba Ifelodu LCDA Ogun State",Ogun State,9077100850,5,Peter,Ogun State
1041372,Kenny Blessed Feedmill,"NO96, OyoRoad Opposite UI second Gate Ibadan",Ibadan,8034237645,513,Godwin Esenyie,Ibadan / Oyo
1041373,Adesherif Feedmill,"Abibat Mogaji Shop, Agege Opposite Abattoir Agege, Lagos",Lagos,8030528981,508,Mr.Adekunle Damilola,Lagos
1041374,Joel Ore Commercial Enterprises ( Fish Farm Div),"NO8, Bewaji Street, Powerline, Osogbo Osun State",Osun State,8033740906,509,Folorunso Mark Eniola,Osun State
1041375,Kanga Feedmill,"Along Zaria Road, Funtua Kastina State",Kastina State,8034266051,406,Dr.Ize Okeji,Kastina State
1041376,Open Heaven Feedmill,"Beside Awe High School, Awe , Oyo State",Oyo State,8149082990,509,Folorunso Mark Eniola,Ibadan / Oyo
1041377,Yah Lateef Feedmill,"Beside Idi- Igba Microfinanace Bank, Idi Igba Ilora Oyo",Oyo State,8063628126,509,Folorunso Mark Eniola,Ibadan / Oyo
1041378,Our Saviour Farms,"Off Ife- Ibadan Express Way, Ikoyi Osun State",Osun State,8035810815,509,Folorunso Mark Eniola,Osun State
1041379,Pat & Pas Farm,"Tinkers Corner, Enugu State",Enugu State,8037994472,3,Ian,Enugu
1041383,Asolab Fish Feeds Enterprises,"DadaEstate Oshogbo, Osun State",Osun State,8134774643,606,Oladeji Simon Olabisi,Osun State
1041384,Alhaji Mallam Farm,"NO5, Limpopo Street, Maitama Abuja State",Abuja State,8034741074,407,Stephen Olushola,Abuja / FCT
1041385,victory Way Enterprises,"NO1, Tipper Garage Akala Expressway New Garage Ibadan",Ibadan,8037276961,6,Mr Dayo,Ibadan / Oyo
1041386,O J Farm,"Abacha Road, Maraba Abuja State",Abuja,8037030955,4,Stephen,Abuja / FCT
1041387,Wilson Echekwu,A.B.U Zaria Quaters,Zaria,8063730575,406,Dr.Ize Okeji,Kaduna
1041390,FDH Agro Vet,"NO77,Makanjuola Building Iwo Road Ibadan",Ibadan,8036181907,5,Peter,Ibadan / Oyo
1041391,Ishiuba Farm Ltd,"Umuomara Ndegwe, Owerri Imo StateL",Imo State,8033005135,3,Ian,Imo State
1041392,Momoh Farms,"No22/24 Road5, Asipa Layout Opp Ajegunle Market, Oyo Town",Oyo- Ogbomosho,8060899179,605,Dr. Abdulazeez Abiodun Oyetungi,Ibadan / Oyo
1041394,Queens Farms Nig,"No12, Amaeze by Old Park Nsukka Enugu",Enugu State,9059874576,3,Ian,Enugu
1041396,Oshie Aneke Agro,Awgu Enugu,Enugu,8036409180,322,Kingsley Ikenna,Enugu
1041397,Munabonz Farms,"Emene, Enugu",Enugu State,8102760888,3,Ian,Enugu
1041399,Great Grace Agro Vet,"No1 Larry Close, Oluyole Are, Oluyole Estate",Ibadan,8030527657,5,Peter,Ibadan / Oyo
1041401,Fadoff Farms,Off Iddo Garage Eruwa Road Iddo Agbopa Village Ibadan,Ibadan,8023158313,605,Dr. Abdulazeez Abiodun Oyetungi,Ibadan / Oyo
1041402,Shezira Tunik Feed,Barnawa Kaduna South Kaduna State,Kaduna State,8036012853,4,Stephen,Kaduna
1041403,Alpha Feeds,Masks Keffi Road Nassarrawa State,Nassarrawa State,8035965310,4,Stephen,Nassarrawa State
1041404,Ihekwoaba Farms,Umuokisi Ahazu Mbaise Imo State,Imo State,7056114644,3,Ian,Imo State
1041407,Triton Aqua Africa LTD,"No49, Apapa Oshodi Expressway, Ijeshatedo,Lagos Nigeria",Lagos State,8060417078,6,Mr Dayo,Lagos
1041408,CGE Farm & Services,"Owerri, Aba express Road Owerri Imo State",Imo State,8038370741,3,Ian,Imo State
1041409,Madam Chika Poultry,"Oji- River, Enugu State",Enugu State,7061356971,3,Ian,Enugu
104141,Yah Lateef,"Ibadan, Oyo State",Oyo State,8034549460,501,Lateef,Ibadan / Oyo
1041411,Sabugo Agro Nig. Ltd,"Oba Girls Road, Nsukka Enugu State",Enugu State,8035450173,3,Ian,Enugu
1041412,Vetland Intergrated Farm,Plot 1 Block 1 Oluseyi Cresent Felele Ibadan,Ibadan,8138660426,5,Peter,Ibadan / Oyo
1041413,George's Farm,"Plot 108, Karu Site Abuja",FCT Abuja,8037142953,4,Stephen,Abuja / FCT
1041414,Eugy Tiger Feeds Nig Co. Ltd,"Plot 22, Locatin Road, Oyibo, Port Harcourt",Rivers Port Harcourt,80573055231,3,Ian,Rivers / PH
1041415,De- Siwoz Farms,"No1, Skill close Off 5th avenue Rumuibekwe Estate,",Rivers State,8173632858,3,Ian,Rivers / PH
1041417,Ugonweze Farm,Abuja,FCT Abuja,8058299239,4,Stephen,Abuja / FCT
1041418,Trinity Farm Nassarrawa,Maraba Nassarrawa State,Nassarrawa,8036015659,4,Stephen,Nassarrawa
1041420,Adom Agro- Allied Feedmill,"Opposite Skye Bank, Monatan, Ibadan",Ibadan,8035661922,513,Godwin Esenyie,Ibadan / Oyo
1041421,Rizmut Farms,Ile Igbon Along Iyana Offa Road,Oyo State,8026550255,509,Folorunso Mark Eniola,Ibadan / Oyo
1041422,Aidobhese Global Resources Ltd,"No1, Aidogbhese Close, Eubomore, Ugbowo Benin City",Benin City,7081322718,3,Ian,Edo / Benin
1041423,Nidrum Farm,"Borikin, New Road, Sanfield Portharcourt",Rivers Port Harcourt,7060545607,3,Ian,Rivers / PH
1041424,Remmis Fish Feed,"Ogome Junction, Kwale, Delta State",Delta State,7032359219,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1041425,Pouma - Trix Nig Ltd,Rumukrushi Pipeline NNDC Road Port harcourt Rivers,Port Harcourt Rivers,7081783216,3,Ian,Rivers / PH
1041426,Kadet delta state,"Mofor, Warri",Delta state.,8033438860,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1041427,Adak Farms,"Adak Farms, Milling Industry Limited Adamawa Yolanda",Adamawa State,8160000218,407,Stephen Olushola,Adamawa State
1041428,House Tully Farm,"No1,F. O Kkweonu Street, Okpuno Beside Mano Hotel Awka",Anambra State,8032592240,322,Kingsley Ikenna,Anambra State
1041429,Mohaz Farms,"Umueze Ihiala, Anambra State",Anambra State,9031266507,3,Ian,Anambra State
1041430,Zayytun Intergrated Farm,"UDUS Road, Sokoto Sokoto State",Sokoto State,7031634444,407,Stephen Olushola,Sokoto State
1041431,Micheal Farm,"2Nd East Circular Road, Off Agbo Road,Benin City Edo",Benin Edo State,8035829632,3,Ian,Edo / Benin
1041432,Shakar Farm,"Opposite Church Hill, Badeku Jago Road Adekanra, Ona- Ara",Oyo State,8039293153,513,Godwin Esenyie,Ibadan / Oyo
1041433,El- Kurios Farm Ltd,"Ufuma, Anambra State",Anambra State,8052220220,5,Peter,Anambra State
1041435,Fexty Feedmill,"N068, Ifofin Ilesa, Osun State",Osun State,8061527941,509,Folorunso Mark Eniola,Osun State
1041436,Al- Rasa Nigeria Enterprises,"No1, Madawaki Estate Off Ibrahim Taiwo Road, Ilorin",Ilorin State,8039543533,512,Afolabi Michael Abolade,Ilorin / Kwara
1041437,Salco Ltd,"No6, Regina Omolara Street, Off Opebi Road,Ikeja, Lagos",Lagos,8033004944,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1041438,Mc Daniel Farms,"NO19, OLuwagbotemi trreet, Atan Nla Ayobo Lagos",Lagos,8039523507,6,Mr Dayo,Lagos
1041439,Rico Gado Farm,Adamawa State,Adamawa State,8140324051,407,Stephen Olushola,Adamawa State
1041440,Moret Farm,"Km2, Iwofin Road, Ogbomosho Oyo State",Oyo State,7081052635,509,Folorunso Mark Eniola,Ibadan / Oyo
1041441,Techfama Nig.Ltd,"KM1, Iwofin Iresa Road Infinite,Ogbomosho Oyo State",Oyo State,8083521919,509,Folorunso Mark Eniola,Ibadan / Oyo
1041442,Lagbopefem Aquatic Ventures,"GB37, IloAtegunle Area, Ilo Ijesa Behind Yinka Oba Foam",Ilesa Osun State,8033505097,509,Folorunso Mark Eniola,Osun State
1041443,FEG Agro Farms Nig.Ltd,"Feg Base Camp, Emiola Village, Ijeda- Ijesa Osun State",Osun State,8060105083,509,Folorunso Mark Eniola,Osun State
1041444,OBF Farm,"Oja, Oyo Town Oyo State",Oyo State,8129901256,5,Peter,Ibadan / Oyo
1041445,Bersol Feeds,"No4/6 Kayode Adeleke Str, Oja Bus Stop Agbado Road,",Lagos State,8023158791,6,Mr Dayo,Lagos
1041446,Fab Feedmill,"No3,Atan, Ajayi Streeet, Ipaja Lagos",Lagos State,8178095972,5,Peter,Lagos
1041447,Agrofabol Farm & Mills,"Ondo Street, Off Oladun Idimu, Lagos State",Lagos State,8135617357,6,Mr Dayo,Lagos
1041448,Trans African Farms & Foods Limited,"NO35, Lantern Awolokun Street,Mafowoku Bus Stop Gbagada",Lagos State,8074008242,6,Mr Dayo,Lagos
1041449,Makakte Farm,"Agbowa Ikorodu Road, Lagos State",Lagos State,9053936813,6,Mr Dayo,Lagos
1041450,Arpaalis & Co Farm,"Unity Street, Beside Adeba Community Primary School Off,",Ibeju Lekki Epe Lagos State,9039365300,6,Mr Dayo,Lagos
1041451,Thompsonz Farms Ltd,Akwa Ibom Uyo State,Akwa Ibom,8032925284,3,Ian,Akwa Ibom
1041452,Calvary Multi Agro,Nsukka Enugu State,Nsukka Enugu State,8037680216,3,Ian,Enugu
1041454,Al Hilal Agro Services,"No5, Ogidan Quarters, Aso Rock Hotel road off localGovrt",Ogun State,8030735234,503,Tope,Ogun State
1041455,Bomka Feedmill,"Along Sabo, Ikorodu Lagos State",Lagos State,8028111124,508,Mr.Adekunle Damilola,Lagos
1041456,Paschal Monastery Farm,"Amorji Nike, Enugu",Enugu State,7035504778,5,Peter,Enugu
1041457,Mrs. Bamidele Distributor,"Saki, Oyo Beside Conoil Filling Station , Apinnite Oyo",Oyo State,8029911265,502,Ogundiran Elizabeth,Ibadan / Oyo
1041458,Evermore Feeds,"Relief Market, Owerri Imo State",Imo State,8037517894,3,Ian,Imo State
